1980.955	202.8	11.0
1981.040	199.6	11.1
1981.125	202.2	11.5
1981.202	205.4	12.1
1981.287	205.7	12.6
1981.369	204.1	12.8
1981.454	200.9	13.1
1981.536	198.5	13.1
1981.621	199.9	13.2
1981.706	202.7	13.3
1981.788	201.4	13.0
1981.873	196.0	12.6
1981.955	194.1	12.5
1982.040	192.7	12.6
1982.125	186.6	12.5
1982.202	180.0	12.0
1982.287	173.4	11.5
1982.369	167.5	11.7
1982.454	164.0	12.1
1982.536	161.5	12.2
1982.621	153.5	11.9
1982.706	141.4	11.5
1982.788	133.3	11.4
1982.873	131.3	11.5
1982.955	130.5	11.4
1983.040	127.9	11.0
1983.125	123.9	10.6
1983.202	117.1	10.4
1983.287	110.5	10.1
1983.369	104.5	9.4
1983.454	95.9	8.2
1983.536	89.1	7.6
1983.621	88.9	7.5
1983.706	91.7	7.7
1983.788	92.0	7.6
1983.873	89.7	7.4
1983.955	85.5	7.2
1984.040	80.5	7.0
1984.125	75.8	6.8
1984.204	71.2	6.5
1984.289	66.8	6.4
1984.371	63.5	6.2
1984.455	61.7	6.0
1984.537	58.3	5.8
1984.622	52.2	5.6
1984.707	44.3	5.1
1984.789	37.2	4.7
1984.873	31.6	4.3
1984.955	27.4	4.1
1985.040	25.2	3.9
1985.125	23.5	3.9
1985.202	21.7	3.8
1985.287	21.3	3.8
1985.369	21.4	3.7
1985.454	20.8	3.7
1985.536	19.9	3.7
1985.621	19.6	3.6
1985.706	19.8	3.6
1985.788	19.7	3.6
1985.873	19.1	3.6
1985.955	17.3	3.6
1986.040	15.2	3.5
1986.125	14.3	3.5
1986.202	14.3	3.5
1986.287	15.1	3.5
1986.369	15.8	3.6
1986.454	15.2	3.6
1986.536	15.1	3.5
1986.621	14.4	3.4
1986.706	13.5	3.4
1986.788	14.7	3.3
1986.873	16.6	3.3
1986.955	18.3	3.4
1987.040	19.9	3.5
1987.125	22.3	3.5
1987.202	25.5	3.6
1987.287	28.0	3.6
1987.369	30.3	3.7
1987.454	32.7	3.7
1987.536	36.2	3.9
1987.621	40.5	4.1
1987.706	45.3	4.3
1987.788	51.0	4.5
1987.873	55.1	4.7
1987.955	60.9	5.1
1988.040	69.2	5.6
1988.125	76.9	6.1
1988.204	84.9	6.6
1988.289	93.0	7.0
1988.371	101.4	7.4
1988.455	114.3	8.0
1988.537	128.5	8.9
1988.622	141.1	9.6
1988.707	151.2	10.1
1988.789	156.9	10.3
1988.873	164.4	10.6
1988.955	176.1	11.1
1989.040	184.8	11.4
1989.125	190.7	11.6
1989.202	198.0	12.0
1989.287	203.8	12.3
1989.369	209.5	12.6
1989.454	212.1	12.9
1989.536	212.0	12.8
1989.621	211.1	12.7
1989.706	210.5	12.6
1989.788	212.4	12.7
1989.873	212.5	12.7
1989.955	206.2	12.4
1990.040	201.2	12.1
1990.125	202.4	12.1
1990.202	200.9	11.8
1990.287	198.1	11.6
1990.369	195.1	11.5
1990.454	192.0	11.3
1990.536	190.1	11.3
1990.621	191.6	11.5
1990.706	194.6	11.7
1990.788	195.2	11.8
1990.873	195.2	11.8
1990.955	197.8	12.0
1991.040	202.8	12.3
1991.125	204.4	12.5
1991.202	203.9	12.6
1991.287	203.8	12.7
1991.369	202.9	12.7
1991.454	202.8	12.7
1991.536	203.5	12.7
1991.621	203.3	12.6
1991.706	200.9	12.5
1991.788	196.7	12.4
1991.873	191.4	12.2
1991.955	183.1	11.9
1992.040	172.6	11.5
1992.125	161.1	11.0
1992.204	151.8	10.5
1992.289	146.0	10.0
1992.371	142.1	9.7
1992.455	137.1	9.4
1992.537	128.5	8.8
1992.622	119.3	8.1
1992.707	113.0	7.6
1992.789	109.0	7.4
1992.873	106.3	7.2
1992.955	104.5	7.1
1993.040	101.9	6.9
1993.125	99.3	6.8
1993.202	95.4	6.7
1993.287	90.2	6.5
1993.369	84.2	6.3
1993.454	78.6	6.0
1993.536	76.5	5.9
1993.621	73.6	5.8
1993.706	68.3	5.5
1993.788	63.2	5.3
1993.873	58.4	5.1
1993.955	55.1	5.0
1994.040	52.6	4.9
1994.125	50.2	4.8
1994.202	49.4	4.8
1994.287	49.6	4.7
1994.369	48.7	4.6
1994.454	46.4	4.6
1994.536	42.7	4.4
1994.621	40.1	4.3
1994.706	39.7	4.2
1994.788	39.4	4.2
1994.873	38.7	4.1
1994.955	37.6	4.0
1995.040	35.6	3.9
1995.125	33.7	3.9
1995.202	32.0	3.9
1995.287	29.4	3.8
1995.369	27.3	3.7
1995.454	25.9	3.7
1995.536	24.4	3.6
1995.621	22.0	3.5
1995.706	19.0	3.4
1995.788	17.0	3.4
1995.873	15.9	3.3
1995.955	15.1	3.3
1996.040	14.5	3.3
1996.125	14.2	3.2
1996.204	13.7	3.2
1996.289	12.0	3.1
1996.371	11.2	3.1
1996.455	11.6	3.1
1996.537	11.3	3.1
1996.622	11.2	3.0
1996.707	11.3	3.0
1996.789	12.0	3.0
1996.873	13.4	3.0
1996.955	14.3	3.0
1997.040	14.5	3.1
1997.125	15.2	3.1
1997.202	18.3	3.3
1997.287	22.0	3.4
1997.369	24.4	3.5
1997.454	27.2	3.6
1997.536	30.4	3.7
1997.621	33.6	3.9
1997.706	38.2	4.1
1997.788	43.1	4.4
1997.873	47.1	4.7
1997.955	52.0	4.9
1998.040	58.4	5.1
1998.125	65.4	5.3
1998.202	72.0	5.7
1998.287	76.9	6.0
1998.369	80.8	6.2
1998.454	85.4	6.5
1998.536	89.8	6.8
1998.621	93.5	7.0
1998.706	96.4	7.2
1998.788	98.2	7.2
1998.873	102.3	7.3
1998.955	110.4	7.7
1999.040	118.4	8.0
1999.125	122.5	8.4
1999.202	122.3	8.6
1999.287	125.0	8.7
1999.369	132.6	9.1
1999.454	136.3	9.3
1999.536	138.1	9.4
1999.621	142.9	9.6
1999.706	150.5	10.0
1999.788	159.3	10.3
1999.873	164.1	10.4
1999.955	164.0	10.4
2000.040	166.1	10.5
2000.125	170.6	10.4
2000.204	174.3	10.4
2000.289	175.2	10.5
2000.371	172.9	10.3
2000.455	172.7	10.1
2000.537	174.2	10.0
2000.622	172.8	9.9
2000.707	168.8	9.8
2000.789	165.3	9.8
2000.873	163.1	9.7
2000.955	162.7	9.7
2001.040	158.3	9.6
2001.125	152.5	9.4
2001.202	155.1	9.5
2001.287	160.7	9.7
2001.369	163.7	10.0
2001.454	167.4	10.4
2001.536	172.0	10.6
2001.621	175.8	10.9
2001.706	177.1	10.9
2001.788	177.3	10.8
2001.873	180.3	10.8
2001.955	179.1	10.8
2002.040	177.6	10.7
2002.125	179.7	10.9
2002.202	178.2	10.8
2002.287	174.4	10.6
2002.369	171.3	10.2
2002.454	166.9	9.9
2002.536	161.5	9.6
2002.621	155.4	9.2
2002.706	149.5	8.9
2002.788	143.9	8.7
2002.873	136.0	8.5
2002.955	131.4	8.4
2003.040	129.6	8.2
2003.125	125.7	8.0
2003.202	118.7	7.7
2003.287	111.9	7.5
2003.369	107.0	7.5
2003.454	101.7	7.2
2003.536	96.0	6.9
2003.621	92.9	6.8
2003.706	91.8	6.7
2003.788	89.1	6.6
2003.873	86.9	6.5
2003.955	84.1	6.4
2004.040	80.1	6.4
2004.125	76.4	6.4
2004.204	73.2	6.3
2004.289	71.0	6.1
2004.371	69.5	5.9
2004.455	67.1	5.8
2004.537	64.8	5.8
2004.622	63.0	5.7
2004.707	60.2	5.6
2004.789	57.9	5.5
2004.873	56.6	5.4
2004.955	55.7	5.4
2005.040	54.5	5.1
2005.125	53.2	5.0
2005.202	52.3	4.9
2005.287	49.3	4.8
2005.369	45.0	4.7
2005.454	44.5	4.6
2005.536	44.6	4.6
2005.621	41.9	4.5
2005.706	39.4	4.5
2005.788	38.9	4.6
2005.873	38.4	4.6
2005.955	36.0	4.4
2006.040	33.0	4.2
2006.125	29.7	3.9
2006.202	27.4	3.7
2006.287	27.0	3.6
2006.369	27.4	3.6
2006.454	26.2	3.5
2006.536	25.0	3.5
2006.621	25.9	3.4
2006.706	26.0	3.3
2006.788	23.7	3.1
2006.873	21.1	2.9
2006.955	20.2	2.9
2007.040	19.8	2.9
2007.125	19.0	2.9
2007.202	17.7	2.8
2007.287	16.4	2.8
2007.369	14.4	2.8
2007.454	12.8	2.7
2007.536	11.6	2.7
2007.621	9.9	2.7
2007.706	9.6	2.6
2007.788	9.9	2.6
2007.873	9.2	2.6
2007.955	7.9	2.6
2008.040	6.6	2.5
2008.125	5.6	2.5
2008.204	5.1	2.5
2008.289	5.1	2.6
2008.371	5.4	2.6
2008.455	4.8	2.5
2008.537	4.0	2.4
2008.622	3.8	2.4
2008.707	3.2	2.4
2008.789	2.4	2.3
2008.873	2.3	2.3
2008.955	2.2	2.3
2009.040	2.5	2.3
2009.125	2.7	2.3
2009.202	2.9	2.3
2009.287	3.3	2.3
2009.369	3.5	2.3
2009.454	4.1	2.4
2009.536	5.5	2.5
2009.621	7.4	2.6
2009.706	9.5	2.7
2009.788	10.9	2.8
2009.873	11.7	2.9
2009.955	12.7	2.9
2010.040	14.0	3.0
2010.125	16.1	3.1
2010.202	18.5	3.2
2010.287	20.8	3.3
2010.369	23.1	3.4
2010.454	24.6	3.4
2010.536	25.2	3.4
2010.621	26.4	3.6
2010.706	29.5	3.9
2010.788	34.5	4.2
2010.873	39.1	4.4
2010.955	42.5	4.5
2011.040	45.7	4.6
2011.125	48.8	4.8
2011.202	53.8	5.1
2011.287	61.1	5.6
2011.369	69.3	6.1
2011.454	77.2	6.6
2011.536	83.6	6.9
2011.621	86.3	7.0
2011.706	86.6	7.0
2011.788	87.4	7.1
2011.873	89.4	7.2
2011.955	92.5	7.3
2012.040	95.5	7.4
2012.125	98.1	7.5
2012.204	98.3	7.5
2012.289	95.1	7.3
2012.371	90.9	7.0
2012.455	86.6	6.7
2012.537	84.5	6.5
2012.622	85.1	6.5
2012.707	85.3	6.5
2012.789	85.8	6.4
2012.873	87.7	6.5
2012.955	88.1	6.5
2013.040	86.8	6.4
2013.125	86.1	6.4
2013.202	84.4	6.2
2013.287	84.3	6.2
2013.369	87.0	6.5
2013.454	90.9	6.7
2013.536	94.6	7.0
2013.621	99.0	7.3
2013.706	104.6	7.7
2013.788	107.0	7.8
2013.873	106.9	7.8
2013.955	107.6	7.8
2014.040	109.3	7.9
2014.125	110.5	8.0
2014.202	114.3	8.2
2014.287	116.4	8.2
2014.369	115.0	8.2
2014.454	114.1	8.1
2014.536	112.6	8.0
2014.621	108.3	7.8
2014.706	101.9	7.4
2014.788	97.3	7.3
2014.873	94.7	7.4
2014.955	92.2	7.4
2015.040	89.3	7.3
2015.125	86.1	7.2
2015.202	82.1	7.0
2015.287	78.9	6.8
2015.369	76.1	6.6
2015.454	72.1	6.4
2015.536	68.3	6.2
2015.621	66.4	6.0
2015.706	65.9	6.0
2015.788	64.3	5.9
2015.873	61.2	5.5
2015.955	57.8	5.1
2016.040	54.4	4.9
2016.125	52.5	4.8
2016.204	50.4	4.6
2016.289	47.8	4.4
2016.371	44.8	4.2
2016.455	41.5	4.0
2016.537	38.5	3.8
2016.622	36.0	3.6
2016.707	33.2	3.5
2016.789	31.5	3.4
2016.873	29.9	3.3
2016.955	28.5	3.1
2017.040	27.8	3.1
2017.125	26.5	2.9
2017.202	25.7	2.9
2017.287	24.8	2.8
2017.369	23.3	2.7
2017.454	22.2	2.6
2017.536	21.0	2.6
2017.621	19.6	2.4
2017.706	18.3	2.2
2017.788	16.7	2.1
2017.873	15.4	1.9
2017.955	15.1	1.9
2018.040	14.2	1.9
2018.125	12.6	1.7
2018.202	9.9	1.4
2018.287	7.8	1.1
2018.369	7.5	1.1
2018.454	7.2	1.1
2018.536	7.0	1.1
2018.621	6.7	1.0
2018.706	6.5	1.0
2018.788	6.8	1.0
2018.873	6.7	0.9
2018.955	6.0	0.8
2019.040	5.4	0.7
2019.125	5.0	0.7
2019.202	4.6	0.7
2019.287	4.3	0.6
2019.369	3.9	0.6
2019.454	3.7	0.5
2019.536	3.5	0.5
2019.621	3.4	0.5
2019.706	3.1	0.5
2019.788	2.6	0.4
2019.873	2.0	0.4
2019.955	1.8	0.4
2020.040	2.2	0.4
2020.125	2.8	0.5
